"Year","Country","longitude","latitude","type","value","To","US.longitude","US.latitude","Commodity_Name"
1996,"Ukraine",31.388,49.016,"Export",72545,"US",-95.71289,37.09024,"Coffee"
1996,"Armenia",44.563,40.534,"Export",0,"US",-95.71289,37.09024,"Coffee"
1996,"Georgia",43.518,42.176,"Export",66000,"US",-95.71289,37.09024,"Coffee"
1996,"Spain",-3.649,40.227,"Export",853484,"US",-95.71289,37.09024,"Coffee"
1996,"Portugal",-8.058,40.309,"Export",21918,"US",-95.71289,37.09024,"Coffee"
1996,"Italy",10.44,44.931,"Export",1004068,"US",-95.71289,37.09024,"Coffee"
1996,"Croatia",16.693,45.723,"Export",0,"US",-95.71289,37.09024,"Coffee"
1996,"Greece",21.766,39.666,"Export",523389,"US",-95.71289,37.09024,"Coffee"
1996,"Romania",24.969,45.844,"Export",514921,"US",-95.71289,37.09024,"Coffee"
1996,"Turkey",35.179,39.061,"Export",30703,"US",-95.71289,37.09024,"Coffee"
1996,"Cyprus",33.219,35.043,"Export",0,"US",-95.71289,37.09024,"Coffee"
1996,"Lebanon",35.888,33.92,"Export",197168,"US",-95.71289,37.09024,"Coffee"
1996,"Israel",34.851,31.026,"Export",1108635,"US",-95.71289,37.09024,"Coffee"
1996,"Jordan",36.319,30.703,"Export",33901,"US",-95.71289,37.09024,"Coffee"
1996,"Kuwait",47.376,29.476,"Export",97214,"US",-95.71289,37.09024,"Coffee"
1996,"Saudi Arabia",44.585,24.023,"Export",3256850,"US",-95.71289,37.09024,"Coffee"
1996,"Qatar",51.191,25.316,"Export",161081,"US",-95.71289,37.09024,"Coffee"
1996,"United Arab Emirates",54.163,23.549,"Export",876411,"US",-95.71289,37.09024,"Coffee"
1996,"Yemen",48.355,15.807,"Export",0,"US",-95.71289,37.09024,"Coffee"
1996,"Oman",57.407,21.656,"Export",14102,"US",-95.71289,37.09024,"Coffee"
1996,"Bahrain",50.562,26.019,"Export",90087,"US",-95.71289,37.09024,"Coffee"
1996,"India",79.619,22.881,"Export",4729,"US",-95.71289,37.09024,"Coffee"
1996,"Pakistan",69.386,29.967,"Export",13425,"US",-95.71289,37.09024,"Coffee"
1996,"Bangladesh",89.941,24.218,"Export",172791,"US",-95.71289,37.09024,"Coffee"
1996,"Sri Lanka",80.704,7.612,"Export",828797,"US",-95.71289,37.09024,"Coffee"
1996,"Burma",96.041,21.718,"Export",124077,"US",-95.71289,37.09024,"Coffee"
1996,"Thailand",100.844,15.7,"Export",838714,"US",-95.71289,37.09024,"Coffee"
1996,"Vietnam",NA,NA,"Export",319932,"US",-95.71289,37.09024,"Coffee"
1996,"Cambodia",104.564,12.714,"Export",87940,"US",-95.71289,37.09024,"Coffee"
1996,"Malaysia",102.195,4.201,"Export",33831,"US",-95.71289,37.09024,"Coffee"
1996,"Singapore",103.808,1.351,"Export",5299443,"US",-95.71289,37.09024,"Coffee"
1996,"Indonesia",114.252,-0.976,"Export",51298,"US",-95.71289,37.09024,"Coffee"
1996,"Philippines",122.466,11.118,"Export",4445625,"US",-95.71289,37.09024,"Coffee"
1996,"China",106.514,33.42,"Export",4997827,"US",-95.71289,37.09024,"Coffee"
1996,"Korea, South",NA,NA,"Export",13228827,"US",-95.71289,37.09024,"Coffee"
1996,"Hong Kong",114.129,22.423,"Export",3353005,"US",-95.71289,37.09024,"Coffee"
1996,"Taiwan",120.946,23.754,"Export",4246743,"US",-95.71289,37.09024,"Coffee"
1996,"Japan",139.068,36.491,"Export",21491950,"US",-95.71289,37.09024,"Coffee"
1996,"Australia",136.189,-24.973,"Export",1401452,"US",-95.71289,37.09024,"Coffee"
1996,"Papua New Guinea",143.459,-5.949,"Export",0,"US",-95.71289,37.09024,"Coffee"
1996,"New Zealand",172.235,-42.634,"Export",359271,"US",-95.71289,37.09024,"Coffee"
1996,"French Polynesia",-149.462,-17.626,"Export",9760,"US",-95.71289,37.09024,"Coffee"
1996,"Marshall Islands",168.963,7.595,"Export",17058,"US",-95.71289,37.09024,"Coffee"
1996,"Palau",134.57,7.501,"Export",19031,"US",-95.71289,37.09024,"Coffee"
1996,"Morocco",-5.758,32.706,"Export",0,"US",-95.71289,37.09024,"Coffee"
1996,"Algeria",2.632,28.163,"Export",1161612,"US",-95.71289,37.09024,"Coffee"
1996,"Egypt",29.872,26.494,"Export",0,"US",-95.71289,37.09024,"Coffee"
1996,"Cameroon",12.277,5.133,"Export",0,"US",-95.71289,37.09024,"Coffee"
1996,"Guinea",-10.942,10.439,"Export",0,"US",-95.71289,37.09024,"Coffee"
1996,"Sierra Leone",-11.792,8.56,"Export",8000,"US",-95.71289,37.09024,"Coffee"
1996,"Cote d'Ivoire",-5.556,7.632,"Export",7437,"US",-95.71289,37.09024,"Coffee"
1996,"Ghana",-1.207,7.96,"Export",156604,"US",-95.71289,37.09024,"Coffee"
1996,"Nigeria",8.105,9.594,"Export",11900,"US",-95.71289,37.09024,"Coffee"
1996,"Cabo Verde",NA,NA,"Export",73201,"US",-95.71289,37.09024,"Coffee"
1996,"Burundi",29.887,-3.356,"Export",0,"US",-95.71289,37.09024,"Coffee"
1996,"Rwanda",29.917,-1.998,"Export",0,"US",-95.71289,37.09024,"Coffee"
1996,"Ethiopia",39.616,8.626,"Export",2509,"US",-95.71289,37.09024,"Coffee"
1996,"Uganda",32.386,1.28,"Export",0,"US",-95.71289,37.09024,"Coffee"
1996,"Kenya",37.858,0.53,"Export",7614,"US",-95.71289,37.09024,"Coffee"
1996,"Tanzania",NA,NA,"Export",0,"US",-95.71289,37.09024,"Coffee"
1996,"Mauritius",57.583,-20.255,"Export",52800,"US",-95.71289,37.09024,"Coffee"
1996,"Mozambique",37.923,-14.422,"Export",0,"US",-95.71289,37.09024,"Coffee"
1996,"South Africa",23.121,-30.558,"Export",34543,"US",-95.71289,37.09024,"Coffee"
1996,"Zambia",26.32,-14.614,"Export",0,"US",-95.71289,37.09024,"Coffee"
1996,"Zimbabwe",29.872,-19,"Export",70724,"US",-95.71289,37.09024,"Coffee"
1996,"Malawi",33.808,-13.4,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Canada",-109.433,59.081,"Export",308338847,"US",-95.71289,37.09024,"Coffee"
1997,"Mexico",-102.535,23.951,"Export",23939351,"US",-95.71289,37.09024,"Coffee"
1997,"Guatemala",-90.398,15.256,"Export",183740,"US",-95.71289,37.09024,"Coffee"
1997,"Belize",-88.602,17.219,"Export",75075,"US",-95.71289,37.09024,"Coffee"
1997,"El Salvador",-88.866,13.736,"Export",138792,"US",-95.71289,37.09024,"Coffee"
1997,"Honduras",-86.863,14.819,"Export",62867,"US",-95.71289,37.09024,"Coffee"
1997,"Nicaragua",-85.034,12.84,"Export",375678,"US",-95.71289,37.09024,"Coffee"
1997,"Costa Rica",-83.946,9.971,"Export",47873,"US",-95.71289,37.09024,"Coffee"
1997,"Panama",-80.92,8.384,"Export",35183,"US",-95.71289,37.09024,"Coffee"
1997,"Bermuda",-64.709,32.336,"Export",605524,"US",-95.71289,37.09024,"Coffee"
1997,"Bahamas",-78.014,24.628,"Export",984910,"US",-95.71289,37.09024,"Coffee"
1997,"Jamaica",-77.32,18.151,"Export",27780,"US",-95.71289,37.09024,"Coffee"
1997,"Cayman Islands",-81.198,19.314,"Export",109951,"US",-95.71289,37.09024,"Coffee"
1997,"Haiti",-72.278,19.142,"Export",3154,"US",-95.71289,37.09024,"Coffee"
1997,"Dominican Republic",-70.729,19.015,"Export",81859,"US",-95.71289,37.09024,"Coffee"
1997,"Anguilla",-63.032,18.237,"Export",2845,"US",-95.71289,37.09024,"Coffee"
1997,"British Virgin Islands",-64.39,18.483,"Export",23029,"US",-95.71289,37.09024,"Coffee"
1997,"St Kitts and Nevis",NA,NA,"Export",15540,"US",-95.71289,37.09024,"Coffee"
1997,"Antigua and Barbuda",-61.783,17.078,"Export",36251,"US",-95.71289,37.09024,"Coffee"
1997,"Dominica",-61.356,15.475,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"St Lucia",NA,NA,"Export",92336,"US",-95.71289,37.09024,"Coffee"
1997,"St Vincent and the Grenadines",NA,NA,"Export",12165,"US",-95.71289,37.09024,"Coffee"
1997,"Grenada",-61.678,12.118,"Export",4328,"US",-95.71289,37.09024,"Coffee"
1997,"Barbados",-59.559,13.153,"Export",200622,"US",-95.71289,37.09024,"Coffee"
1997,"Trinidad and Tobago",-61.253,10.468,"Export",65575,"US",-95.71289,37.09024,"Coffee"
1997,"Netherlands Antilles",-68.87,12.123,"Export",99027,"US",-95.71289,37.09024,"Coffee"
1997,"Aruba",-69.977,12.517,"Export",99950,"US",-95.71289,37.09024,"Coffee"
1997,"Colombia",-73.076,3.9,"Export",325695,"US",-95.71289,37.09024,"Coffee"
1997,"Venezuela",-66.166,7.125,"Export",93281,"US",-95.71289,37.09024,"Coffee"
1997,"Guyana",-58.974,4.792,"Export",382938,"US",-95.71289,37.09024,"Coffee"
1997,"French Guiana",-53.241,3.924,"Export",120000,"US",-95.71289,37.09024,"Coffee"
1997,"Ecuador",-78.497,-1.385,"Export",402954,"US",-95.71289,37.09024,"Coffee"
1997,"Peru",-75.552,-9.326,"Export",140844,"US",-95.71289,37.09024,"Coffee"
1997,"Bolivia",-64.671,-16.715,"Export",19277,"US",-95.71289,37.09024,"Coffee"
1997,"Chile",-69.433,-23.389,"Export",197369,"US",-95.71289,37.09024,"Coffee"
1997,"Brazil",-53.089,-10.772,"Export",59396,"US",-95.71289,37.09024,"Coffee"
1997,"Paraguay",-58.391,-23.236,"Export",207477,"US",-95.71289,37.09024,"Coffee"
1997,"Uruguay",-56.012,-32.8,"Export",3507,"US",-95.71289,37.09024,"Coffee"
1997,"Argentina",-65.167,-35.377,"Export",287176,"US",-95.71289,37.09024,"Coffee"
1997,"Iceland",-18.48,64.764,"Export",18613,"US",-95.71289,37.09024,"Coffee"
1997,"Sweden",15.27,62.011,"Export",321368,"US",-95.71289,37.09024,"Coffee"
1997,"Norway",8.74,61.152,"Export",196099,"US",-95.71289,37.09024,"Coffee"
1997,"Finland",26.272,64.504,"Export",4255030,"US",-95.71289,37.09024,"Coffee"
1997,"Denmark",9.264,56.058,"Export",105245,"US",-95.71289,37.09024,"Coffee"
1997,"United Kingdom",-2.9,54.16,"Export",2642429,"US",-95.71289,37.09024,"Coffee"
1997,"Ireland",-8.152,53.177,"Export",862220,"US",-95.71289,37.09024,"Coffee"
1997,"Netherlands",5.389,52.077,"Export",3262367,"US",-95.71289,37.09024,"Coffee"
1997,"Belgium",4.664,50.643,"Export",972150,"US",-95.71289,37.09024,"Coffee"
1997,"France",2.55,46.565,"Export",2822639,"US",-95.71289,37.09024,"Coffee"
1997,"Germany",9.851,51.11,"Export",8816134,"US",-95.71289,37.09024,"Coffee"
1997,"Austria",14.912,47.683,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Czech Republic",15.338,49.743,"Export",117705,"US",-95.71289,37.09024,"Coffee"
1997,"Switzerland",7.908,46.861,"Export",3380688,"US",-95.71289,37.09024,"Coffee"
1997,"Estonia",25.793,58.674,"Export",6761,"US",-95.71289,37.09024,"Coffee"
1997,"Latvia",25.641,56.858,"Export",341950,"US",-95.71289,37.09024,"Coffee"
1997,"Lithuania",23.897,55.336,"Export",615690,"US",-95.71289,37.09024,"Coffee"
1997,"Poland",19.401,52.125,"Export",598015,"US",-95.71289,37.09024,"Coffee"
1997,"Russia",96.689,61.988,"Export",10849184,"US",-95.71289,37.09024,"Coffee"
1997,"Ukraine",31.388,49.016,"Export",67406,"US",-95.71289,37.09024,"Coffee"
1997,"Moldova",NA,NA,"Export",6500,"US",-95.71289,37.09024,"Coffee"
1997,"Spain",-3.649,40.227,"Export",274801,"US",-95.71289,37.09024,"Coffee"
1997,"Portugal",-8.058,40.309,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Italy",10.44,44.931,"Export",1910615,"US",-95.71289,37.09024,"Coffee"
1997,"Croatia",16.693,45.723,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Slovenia",14.827,46.124,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Greece",21.766,39.666,"Export",428728,"US",-95.71289,37.09024,"Coffee"
1997,"Romania",24.969,45.844,"Export",41000,"US",-95.71289,37.09024,"Coffee"
1997,"Bulgaria",25.231,42.761,"Export",20000,"US",-95.71289,37.09024,"Coffee"
1997,"Turkey",35.179,39.061,"Export",74717,"US",-95.71289,37.09024,"Coffee"
1997,"Cyprus",33.219,35.043,"Export",6069,"US",-95.71289,37.09024,"Coffee"
1997,"Syria",NA,NA,"Export",57000,"US",-95.71289,37.09024,"Coffee"
1997,"Lebanon",35.888,33.92,"Export",135830,"US",-95.71289,37.09024,"Coffee"
1997,"Israel",34.851,31.026,"Export",4546521,"US",-95.71289,37.09024,"Coffee"
1997,"Jordan",36.319,30.703,"Export",32697,"US",-95.71289,37.09024,"Coffee"
1997,"Kuwait",47.376,29.476,"Export",65960,"US",-95.71289,37.09024,"Coffee"
1997,"Saudi Arabia",44.585,24.023,"Export",2693009,"US",-95.71289,37.09024,"Coffee"
1997,"Qatar",51.191,25.316,"Export",13472,"US",-95.71289,37.09024,"Coffee"
1997,"United Arab Emirates",54.163,23.549,"Export",1061150,"US",-95.71289,37.09024,"Coffee"
1997,"Yemen",48.355,15.807,"Export",48075,"US",-95.71289,37.09024,"Coffee"
1997,"India",79.619,22.881,"Export",677798,"US",-95.71289,37.09024,"Coffee"
1997,"Bangladesh",89.941,24.218,"Export",209808,"US",-95.71289,37.09024,"Coffee"
1997,"Sri Lanka",80.704,7.612,"Export",593236,"US",-95.71289,37.09024,"Coffee"
1997,"Thailand",100.844,15.7,"Export",463539,"US",-95.71289,37.09024,"Coffee"
1997,"Vietnam",NA,NA,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Laos",NA,NA,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Malaysia",102.195,4.201,"Export",129338,"US",-95.71289,37.09024,"Coffee"
1997,"Singapore",103.808,1.351,"Export",3722149,"US",-95.71289,37.09024,"Coffee"
1997,"Indonesia",114.252,-0.976,"Export",152259,"US",-95.71289,37.09024,"Coffee"
1997,"Brunei",NA,NA,"Export",4381,"US",-95.71289,37.09024,"Coffee"
1997,"Philippines",122.466,11.118,"Export",2115269,"US",-95.71289,37.09024,"Coffee"
1997,"China",106.514,33.42,"Export",812342,"US",-95.71289,37.09024,"Coffee"
1997,"Korea, South",NA,NA,"Export",16023410,"US",-95.71289,37.09024,"Coffee"
1997,"Hong Kong",114.129,22.423,"Export",18166324,"US",-95.71289,37.09024,"Coffee"
1997,"Taiwan",120.946,23.754,"Export",3441836,"US",-95.71289,37.09024,"Coffee"
1997,"Japan",139.068,36.491,"Export",13205472,"US",-95.71289,37.09024,"Coffee"
1997,"Australia",136.189,-24.973,"Export",1782042,"US",-95.71289,37.09024,"Coffee"
1997,"Papua New Guinea",143.459,-5.949,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"New Zealand",172.235,-42.634,"Export",377993,"US",-95.71289,37.09024,"Coffee"
1997,"French Polynesia",-149.462,-17.626,"Export",16146,"US",-95.71289,37.09024,"Coffee"
1997,"Marshall Islands",168.963,7.595,"Export",24758,"US",-95.71289,37.09024,"Coffee"
1997,"Micronesia",NA,NA,"Export",21617,"US",-95.71289,37.09024,"Coffee"
1997,"Palau",134.57,7.501,"Export",62090,"US",-95.71289,37.09024,"Coffee"
1997,"Fiji",177.974,-17.819,"Export",13412,"US",-95.71289,37.09024,"Coffee"
1997,"Morocco",-5.758,32.706,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Algeria",2.632,28.163,"Export",27256,"US",-95.71289,37.09024,"Coffee"
1997,"Tunisia",9.596,35.383,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Egypt",29.872,26.494,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Equatorial Guinea",10.488,1.607,"Export",2702,"US",-95.71289,37.09024,"Coffee"
1997,"Cameroon",12.277,5.133,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Guinea",-10.942,10.439,"Export",8020,"US",-95.71289,37.09024,"Coffee"
1997,"Sierra Leone",-11.792,8.56,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Cote d'Ivoire",-5.556,7.632,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Ghana",-1.207,7.96,"Export",79437,"US",-95.71289,37.09024,"Coffee"
1997,"Togo",1.081,8.799,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Nigeria",8.105,9.594,"Export",32000,"US",-95.71289,37.09024,"Coffee"
1997,"Congo (Brazzaville)",NA,NA,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Cabo Verde",NA,NA,"Export",7398,"US",-95.71289,37.09024,"Coffee"
1997,"Congo (Kinshasa)",NA,NA,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Burundi",29.887,-3.356,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Rwanda",29.917,-1.998,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Ethiopia",39.616,8.626,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Uganda",32.386,1.28,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Kenya",37.858,0.53,"Export",29262,"US",-95.71289,37.09024,"Coffee"
1997,"Tanzania",NA,NA,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Mauritius",57.583,-20.255,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Madagascar",46.706,-19.374,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Comoros",43.337,-11.758,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"South Africa",23.121,-30.558,"Export",87015,"US",-95.71289,37.09024,"Coffee"
1997,"Zambia",26.32,-14.614,"Export",0,"US",-95.71289,37.09024,"Coffee"
1997,"Zimbabwe",29.872,-19,"Export",5205,"US",-95.71289,37.09024,"Coffee"
1997,"Malawi",33.808,-13.4,"Export",0,"US",-95.71289,37.09024,"Coffee"
1998,"Canada",-109.433,59.081,"Export",375200172,"US",-95.71289,37.09024,"Coffee"
1998,"Mexico",-102.535,23.951,"Export",24654419,"US",-95.71289,37.09024,"Coffee"
1998,"Guatemala",-90.398,15.256,"Export",274254,"US",-95.71289,37.09024,"Coffee"
1998,"Belize",-88.602,17.219,"Export",0,"US",-95.71289,37.09024,"Coffee"
1998,"El Salvador",-88.866,13.736,"Export",80067,"US",-95.71289,37.09024,"Coffee"
1998,"Honduras",-86.863,14.819,"Export",25939,"US",-95.71289,37.09024,"Coffee"
1998,"Nicaragua",-85.034,12.84,"Export",392332,"US",-95.71289,37.09024,"Coffee"
1998,"Costa Rica",-83.946,9.971,"Export",18407,"US",-95.71289,37.09024,"Coffee"
1998,"Panama",-80.92,8.384,"Export",248006,"US",-95.71289,37.09024,"Coffee"
1998,"Bermuda",-64.709,32.336,"Export",425679,"US",-95.71289,37.09024,"Coffee"
1998,"Bahamas",-78.014,24.628,"Export",996278,"US",-95.71289,37.09024,"Coffee"
1998,"Jamaica",-77.32,18.151,"Export",67502,"US",-95.71289,37.09024,"Coffee"
1998,"Turks and Caicos Islands",-71.95,21.902,"Export",8807,"US",-95.71289,37.09024,"Coffee"
1998,"Cayman Islands",-81.198,19.314,"Export",231228,"US",-95.71289,37.09024,"Coffee"
1998,"Haiti",-72.278,19.142,"Export",0,"US",-95.71289,37.09024,"Coffee"
1998,"Dominican Republic",-70.729,19.015,"Export",76725,"US",-95.71289,37.09024,"Coffee"
1998,"British Virgin Islands",-64.39,18.483,"Export",29294,"US",-95.71289,37.09024,"Coffee"
1998,"St Kitts and Nevis",NA,NA,"Export",6082,"US",-95.71289,37.09024,"Coffee"
1998,"Antigua and Barbuda",-61.783,17.078,"Export",26913,"US",-95.71289,37.09024,"Coffee"
1998,"Montserrat",-62.187,16.736,"Export",0,"US",-95.71289,37.09024,"Coffee"
1998,"Dominica",-61.356,15.475,"Export",0,"US",-95.71289,37.09024,"Coffee"
1998,"St Lucia",NA,NA,"Export",68196,"US",-95.71289,37.09024,"Coffee"
1998,"St Vincent and the Grenadines",NA,NA,"Export",11675,"US",-95.71289,37.09024,"Coffee"
1998,"Barbados",-59.559,13.153,"Export",167781,"US",-95.71289,37.09024,"Coffee"
1998,"Trinidad and Tobago",-61.253,10.468,"Export",86234,"US",-95.71289,37.09024,"Coffee"
1998,"Netherlands Antilles",-68.87,12.123,"Export",1083534,"US",-95.71289,37.09024,"Coffee"
1998,"Aruba",-69.977,12.517,"Export",183952,"US",-95.71289,37.09024,"Coffee"
1998,"Colombia",-73.076,3.9,"Export",114166,"US",-95.71289,37.09024,"Coffee"
1998,"Venezuela",-66.166,7.125,"Export",87570,"US",-95.71289,37.09024,"Coffee"
1998,"Guyana",-58.974,4.792,"Export",121283,"US",-95.71289,37.09024,"Coffee"
1998,"French Guiana",-53.241,3.924,"Export",314000,"US",-95.71289,37.09024,"Coffee"
1998,"Ecuador",-78.497,-1.385,"Export",101155,"US",-95.71289,37.09024,"Coffee"
1998,"Peru",-75.552,-9.326,"Export",154399,"US",-95.71289,37.09024,"Coffee"
1998,"Bolivia",-64.671,-16.715,"Export",0,"US",-95.71289,37.09024,"Coffee"
1998,"Chile",-69.433,-23.389,"Export",61740,"US",-95.71289,37.09024,"Coffee"
1998,"Brazil",-53.089,-10.772,"Export",16800,"US",-95.71289,37.09024,"Coffee"
1998,"Paraguay",-58.391,-23.236,"Export",37233,"US",-95.71289,37.09024,"Coffee"
1998,"Uruguay",-56.012,-32.8,"Export",34117,"US",-95.71289,37.09024,"Coffee"
1998,"Argentina",-65.167,-35.377,"Export",376533,"US",-95.71289,37.09024,"Coffee"
1998,"Iceland",-18.48,64.764,"Export",35528,"US",-95.71289,37.09024,"Coffee"
1998,"Sweden",15.27,62.011,"Export",82899,"US",-95.71289,37.09024,"Coffee"
1998,"Norway",8.74,61.152,"Export",408071,"US",-95.71289,37.09024,"Coffee"
1998,"Finland",26.272,64.504,"Export",3045160,"US",-95.71289,37.09024,"Coffee"
1998,"Denmark",9.264,56.058,"Export",505786,"US",-95.71289,37.09024,"Coffee"
1998,"United Kingdom",-2.9,54.16,"Export",3119403,"US",-95.71289,37.09024,"Coffee"
1998,"Ireland",-8.152,53.177,"Export",245952,"US",-95.71289,37.09024,"Coffee"
1998,"Netherlands",5.389,52.077,"Export",1828110,"US",-95.71289,37.09024,"Coffee"
1998,"Belgium",4.664,50.643,"Export",4671089,"US",-95.71289,37.09024,"Coffee"
